player_name,birthday,age,height_m,weight_kg,imc,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Martin Nespor,1990-06-05,25,1.83,74.84,22.38,61.0,66.75,right,medium,medium,38.0,69.5,63.0,47.0,62.0,60.75,45.25,47.5,40.75,59.38,75.0,73.0,84.0,61.25,82.0,62.62,85.0,64.0,64.0,57.12,58.38,21.25,51.5,37.25,49.12,29.0,34.25,35.0,16.25,12.5,17.25,14.0,13.25
Martin Olsson,1988-05-17,28,1.78,81.19,25.68,71.88,77.5,left,high,medium,74.46,56.12,60.96,69.58,65.0,66.58,57.92,48.17,63.04,71.0,78.42,84.33,72.12,69.0,67.0,73.29,72.83,84.04,69.71,63.0,62.79,67.04,68.42,65.17,46.79,69.88,74.75,74.88,9.17,10.33,13.67,10.33,12.83
Martin Paterson,1987-05-10,29,1.78,63.96,20.23,65.46,68.23,right,high,medium,51.38,67.81,57.77,48.96,65.38,60.62,51.38,37.27,27.0,60.5,78.92,77.62,68.73,66.5,72.69,71.42,67.85,73.31,65.88,64.23,68.5,40.31,69.65,63.54,63.69,17.62,28.23,26.0,9.38,10.85,13.27,14.12,15.88
Martin Petrov,1979-01-15,37,1.8,76.2,23.43,77.17,79.0,left,medium,low,83.33,68.67,43.67,77.08,73.5,76.67,77.17,79.25,74.92,76.58,76.5,78.25,70.17,72.42,71.83,88.0,50.0,64.08,63.42,81.75,55.67,53.67,70.75,80.5,76.33,16.0,28.67,24.0,9.33,10.83,36.92,15.0,15.42
Martin Polacek,1990-04-02,26,1.98,94.8,24.15,58.5,61.25,right,medium,medium,19.0,19.0,14.0,27.0,12.0,13.0,11.0,17.0,21.0,19.0,44.0,44.0,34.0,48.0,28.0,24.0,50.0,31.0,75.0,17.0,16.0,23.0,17.0,22.0,18.0,16.0,18.0,18.0,66.5,55.5,57.5,51.5,67.5
Martin Scott,1986-02-15,30,1.8,69.85,21.48,62.0,66.0,right,high,medium,55.14,54.0,63.57,62.86,45.86,61.86,54.57,54.86,54.29,62.14,71.57,68.71,69.57,66.43,71.14,56.57,69.14,71.14,64.14,53.0,74.0,61.57,63.71,64.57,58.86,56.0,60.0,54.14,12.0,14.0,7.0,5.0,15.0
Martin Skrtel,1984-12-15,31,1.9,81.19,22.37,80.09,81.7,right,low,high,40.3,32.39,85.3,63.91,43.0,45.83,33.0,33.26,60.87,59.7,64.43,71.96,62.7,71.13,65.3,48.09,77.74,75.7,83.48,36.13,84.0,78.35,49.78,43.48,54.22,79.96,82.57,82.74,13.17,9.43,20.22,10.17,13.87
Martin Steuble,1988-06-09,27,1.73,72.12,24.18,58.0,67.33,right,high,high,44.0,57.0,51.0,60.0,37.0,53.0,41.0,46.0,48.0,61.0,62.22,64.56,72.67,53.0,81.0,63.0,68.33,63.89,53.78,44.0,55.0,27.0,65.0,55.0,60.0,36.0,49.0,42.0,13.0,7.0,5.0,5.0,15.0
Martin Stocklasa,1979-05-29,36,1.9,89.81,24.75,59.38,60.23,right,medium,medium,41.08,40.38,63.46,61.08,35.0,46.77,22.0,50.92,53.46,52.23,46.77,42.23,56.0,52.77,47.0,55.54,57.31,51.23,73.31,47.92,56.92,58.54,48.62,52.0,53.77,62.54,62.54,50.0,7.0,13.15,23.31,13.77,15.0
Martin Stoll,1983-02-09,33,1.88,79.83,22.6,65.58,66.84,right,medium,medium,32.05,40.05,72.79,49.84,30.32,39.05,22.32,34.26,49.05,57.74,44.42,50.79,55.58,64.68,45.89,44.05,55.16,61.53,73.84,43.05,58.79,60.42,42.0,43.32,30.95,65.68,68.47,65.32,15.32,14.26,19.84,7.63,9.16
Martin Stranzl,1980-06-16,35,1.9,83.01,22.87,78.23,79.09,right,medium,medium,57.45,38.68,79.45,68.77,25.14,51.41,37.68,50.82,67.23,66.14,65.45,62.27,53.45,74.23,52.82,70.55,61.05,67.91,82.95,51.14,80.23,75.73,47.77,54.82,58.32,81.27,82.73,76.18,11.64,10.23,22.09,09.09,10.64
Martin Woods,1986-01-01,30,1.85,78.02,22.69,63.87,65.96,left,medium,medium,61.13,57.91,52.3,65.13,60.26,63.78,62.3,64.22,63.13,63.43,71.78,72.57,70.39,61.91,75.48,64.57,81.43,69.61,64.39,65.09,60.22,60.7,60.65,67.48,40.3,42.87,48.87,51.48,8.43,12.35,15.04,12.09,13.91
Martin Zeman,1989-03-28,27,1.75,63.96,20.82,64.45,68.64,left,medium,medium,63.55,60.45,60.27,59.64,54.0,62.45,66.0,66.36,62.73,66.82,82.55,86.36,84.18,60.09,73.09,65.64,76.82,67.45,49.36,60.82,53.27,53.55,57.09,60.73,60.27,36.27,38.27,29.0,08.09,14.64,24.18,14.64,13.36
Marton Fulop,1983-05-03,33,1.98,92.08,23.46,71.89,76.56,right,medium,medium,17.78,18.22,17.22,27.67,14.0,18.11,17.0,18.56,49.56,21.11,54.11,52.56,56.0,73.0,58.78,28.0,73.56,60.33,68.89,19.33,43.56,46.44,39.89,45.0,50.89,19.56,21.56,16.0,74.56,67.33,68.89,68.56,76.22
Martyn Waghorn,1990-01-23,26,1.78,83.01,26.26,65.28,72.39,left,high,medium,56.61,65.06,68.44,52.17,61.0,64.06,63.61,53.06,47.06,62.11,72.56,74.39,60.0,60.56,65.0,68.33,58.33,58.94,66.83,65.22,63.56,22.89,57.72,56.0,55.78,18.28,29.83,16.44,10.33,12.22,16.61,12.22,14.56
Marvelous Nakamba,1994-01-19,22,1.78,71.21,22.53,61.56,68.62,left,medium,medium,45.44,35.75,54.69,62.44,40.44,60.44,42.19,36.44,58.0,61.0,74.19,70.69,68.75,59.62,72.75,60.31,64.88,69.25,67.75,53.56,73.31,61.69,56.81,55.56,40.44,47.12,59.94,61.75,8.44,14.44,9.44,14.44,7.44
Marvin Bakalorz,1989-09-13,26,1.8,78.02,23.99,66.29,71.76,right,medium,medium,39.29,52.41,64.53,65.88,53.88,55.94,38.0,49.12,61.94,64.29,67.24,64.88,69.24,64.88,72.24,83.24,76.29,76.0,73.53,71.76,78.82,65.29,58.06,59.06,60.35,60.88,67.47,67.35,14.18,14.18,6.18,11.18,14.18
Marvin Baudry,1990-01-26,26,1.88,82.1,23.24,62.12,64.38,right,medium,medium,50.25,16.5,57.5,54.75,22.0,28.25,31.75,21.5,48.75,53.62,54.62,60.38,45.38,59.75,53.38,39.25,58.5,69.62,76.12,21.25,65.12,59.88,16.75,40.75,38.0,62.88,66.62,66.38,10.0,14.0,10.0,12.0,12.0
Marvin Compper,1985-06-14,30,1.85,79.83,23.22,70.93,74.14,left,medium,medium,53.97,34.0,72.45,64.48,35.17,52.1,24.24,31.97,62.17,63.31,65.9,62.93,57.69,69.93,63.0,48.0,74.03,66.31,72.17,35.21,68.79,69.14,46.1,51.07,50.52,73.79,72.83,72.21,10.28,11.83,24.79,14.9,9.55
Marvin Ducksch,1994-03-07,22,1.88,74.84,21.18,64.0,76.14,right,medium,medium,36.93,66.07,68.07,59.5,62.21,59.29,39.21,30.21,45.71,62.36,70.07,75.07,66.79,58.79,60.64,71.21,72.86,50.0,68.0,48.0,37.21,26.64,60.57,49.0,51.36,21.79,31.07,21.21,5.21,11.21,6.21,11.21,15.21
Marvin Emnes,1988-05-27,27,1.8,66.22,20.36,69.56,74.48,right,medium,low,66.08,69.68,52.0,66.32,60.48,72.0,57.64,55.72,51.88,68.84,87.32,82.16,72.04,68.8,76.36,71.28,44.32,77.92,62.12,59.76,60.96,44.04,70.52,64.48,63.76,32.44,38.72,29.6,10.4,12.76,16.04,11.92,11.08
Marvin Friedrich,1995-12-13,20,1.93,78.02,20.94,60.78,74.44,right,medium,medium,46.67,28.33,63.67,59.67,33.33,34.33,37.33,31.67,57.89,48.67,53.56,63.11,50.11,55.0,52.0,44.33,68.0,62.0,63.33,25.33,50.33,61.56,28.0,45.33,43.67,56.44,66.67,64.22,9.33,12.33,12.33,14.33,13.33
Marvin Johnson,1990-12-01,25,1.78,73.94,23.39,61.57,65.57,left,high,medium,57.57,46.43,43.43,59.29,52.43,63.14,50.71,48.29,49.29,61.43,83.14,84.29,80.0,56.43,70.86,58.71,60.0,75.86,55.43,45.71,30.43,33.43,52.14,55.14,52.43,39.43,41.14,37.57,13.43,13.43,10.43,9.43,6.43
Marvin Martin,1988-01-10,28,1.7,68.04,23.49,71.65,82.0,right,medium,medium,71.0,60.06,54.53,76.29,58.12,71.76,75.06,69.29,73.35,76.24,68.47,67.35,79.0,70.82,69.65,67.06,41.18,66.53,62.65,65.71,60.53,64.06,67.47,79.0,60.12,38.12,45.76,34.06,11.88,10.12,29.24,14.35,15.06
Marvin Matip,1985-09-25,30,1.83,83.01,24.82,68.78,72.34,right,medium,medium,49.19,37.78,69.88,63.88,31.97,43.16,41.16,46.75,58.97,60.25,67.38,67.94,63.69,66.0,62.25,62.06,74.66,71.56,76.97,48.78,75.69,69.22,45.38,52.38,44.59,66.25,70.34,65.12,9.0,15.88,22.5,14.09,13.09
Marvin Ogunjimi,1987-10-12,28,1.83,79.83,23.87,66.32,69.57,left,medium,low,50.5,66.0,65.64,58.46,63.29,59.57,58.61,48.54,48.93,63.11,71.79,74.14,68.32,65.75,63.96,67.93,72.11,61.75,73.11,60.57,45.96,28.64,67.14,60.0,61.46,21.46,21.71,18.39,7.36,9.75,15.5,9.75,8.93
Marvin Peersman,1991-02-10,25,1.83,68.95,20.61,66.2,70.2,left,high,high,63.6,38.6,58.0,56.6,38.6,61.6,53.6,38.6,59.2,58.6,68.8,74.4,67.0,62.0,67.5,62.6,80.7,72.2,71.2,55.6,75.0,68.6,44.6,45.6,48.6,62.5,70.4,67.4,13.6,10.6,10.6,5.6,14.6
Marvin Plattenhardt,1992-01-26,24,1.8,76.2,23.43,71.08,76.73,left,medium,medium,76.35,36.41,62.27,73.0,48.0,68.51,72.54,72.97,66.05,72.97,72.95,75.32,70.11,69.92,67.95,66.32,73.22,71.86,63.19,46.05,67.32,65.0,50.19,48.65,47.38,69.54,72.62,73.03,14.38,5.38,14.38,12.38,15.38
Marvin Schulz,1995-01-15,21,1.85,77.11,22.43,60.4,75.0,right,medium,medium,50.4,41.4,52.0,63.8,40.4,57.4,49.4,40.4,57.8,56.6,54.0,64.0,61.0,56.8,58.2,61.4,49.4,59.0,67.8,34.4,64.8,60.4,40.4,48.8,53.4,58.6,61.4,61.6,12.4,10.4,12.4,12.4,12.4
Marvin Sordell,1991-02-17,25,1.78,81.19,25.68,65.95,72.9,right,medium,medium,57.57,67.33,55.43,59.57,58.81,64.14,54.19,53.9,55.24,65.52,81.71,84.1,74.52,65.81,67.81,64.86,71.33,73.1,72.95,61.33,65.05,25.62,64.19,53.9,60.33,26.19,38.19,32.76,10.62,14.95,15.14,10.43,7.71
Marvin Zeegelaar,1990-08-12,25,1.85,82.1,23.88,67.05,72.77,left,medium,medium,66.41,58.09,49.45,62.41,44.23,74.27,60.64,51.36,49.32,71.05,74.41,78.09,67.45,65.0,56.27,64.36,67.91,68.41,74.32,61.55,58.68,52.14,63.36,53.59,49.91,54.14,58.0,59.36,10.14,15.59,18.05,12.14,11.27
Marwan Mohsen,1989-02-25,27,1.88,82.1,23.24,64.0,67.25,right,medium,medium,46.0,68.0,69.0,52.0,52.0,61.0,46.0,32.0,34.0,62.75,66.0,68.0,55.0,52.0,58.0,62.25,67.0,55.0,64.5,53.0,42.0,20.0,62.0,49.0,67.0,17.0,17.0,16.0,11.0,11.0,10.0,14.0,12.0
Marwin Hitz,1987-09-18,28,1.93,83.91,22.52,70.04,75.35,right,medium,medium,18.09,21.13,20.26,27.65,19.09,18.57,17.61,18.91,27.22,27.09,43.17,48.87,50.22,68.17,37.96,35.87,67.0,41.96,73.39,17.87,24.17,23.78,18.48,27.91,28.43,19.3,19.3,17.0,73.65,67.39,60.65,68.61,72.83
Masahudu Alhassan,1992-12-01,23,1.75,64.86,21.12,61.89,72.58,left,medium,medium,59.74,29.74,47.74,59.16,21.74,48.47,40.74,64.74,54.16,60.21,78.42,75.0,71.11,64.74,80.53,51.74,71.42,68.63,48.26,55.11,64.74,53.74,51.74,46.74,52.74,65.05,66.95,62.05,11.74,10.74,8.74,7.74,8.74
Masoud Shojaei,1984-06-09,31,1.83,73.03,21.84,71.88,75.47,right,medium,low,63.47,69.82,53.76,70.82,64.18,85.71,82.76,71.71,71.94,83.59,68.24,65.35,75.76,67.71,70.12,67.29,53.71,50.53,60.35,74.59,41.41,42.06,63.82,59.88,67.35,20.18,25.41,13.35,7.29,10.0,30.29,17.06,10.71
Massadio Haidara,1992-12-02,23,1.8,74.84,23.01,68.67,78.33,left,high,high,64.58,39.83,57.5,65.75,35.42,65.33,47.33,64.25,57.42,66.42,74.83,75.33,57.42,65.67,69.92,69.42,65.5,74.5,73.42,44.08,73.25,65.08,47.5,47.25,53.75,68.0,70.83,72.25,9.25,12.25,13.25,7.25,15.25
Massamba Lo Sambou,1986-09-17,29,1.88,87.09,24.65,64.18,69.64,right,medium,medium,34.0,31.0,73.27,56.45,31.0,26.0,21.0,36.0,63.0,56.0,52.36,60.09,54.36,59.82,46.0,52.0,80.09,70.18,81.64,49.0,74.0,62.73,31.0,50.55,58.18,57.45,63.64,60.0,13.45,14.0,5.0,13.27,11.0
Massimiliano Benassi,1981-11-11,34,1.8,77.11,23.71,66.75,67.81,left,medium,medium,25.0,22.5,22.88,25.0,22.5,22.5,25.0,25.0,25.0,25.0,65.0,56.0,64.0,59.88,51.31,22.5,68.38,28.0,33.0,23.0,30.0,25.0,23.0,25.0,25.0,22.25,22.75,22.88,68.25,64.19,59.56,65.31,71.81
Massimiliano Carlini,1986-08-20,29,1.75,67.13,21.86,59.94,61.83,right,medium,medium,57.33,51.33,46.22,56.33,64.33,54.83,61.0,61.33,52.67,58.17,70.44,72.44,89.0,60.33,77.0,62.33,63.0,68.0,70.33,54.67,39.33,30.94,66.67,61.33,56.33,19.83,21.0,21.67,11.33,6.33,6.33,7.33,14.33
Massimo Ambrosini,1977-05-29,38,1.83,72.12,21.56,78.4,80.55,right,medium,high,70.3,57.75,86.4,80.55,70.85,71.25,58.3,56.05,79.55,77.15,63.8,62.3,67.5,76.95,69.95,74.7,90.6,66.55,77.35,64.85,85.25,79.8,74.5,75.5,68.7,73.95,81.2,80.25,9.3,13.6,31.25,8.6,13.45
Massimo Bruno,1993-09-17,22,1.78,73.94,23.39,70.69,80.55,right,medium,medium,69.17,65.03,53.14,67.0,64.28,75.17,60.52,63.03,63.66,72.93,82.07,78.69,82.83,67.48,76.38,62.45,76.79,76.1,57.59,67.0,55.07,39.07,63.69,65.1,54.07,37.28,38.28,38.97,5.28,11.28,13.28,13.28,13.28
Massimo Coda,1988-11-10,27,1.83,72.12,21.56,61.28,64.83,right,medium,medium,38.44,62.94,60.11,40.44,53.44,55.61,54.44,55.44,32.44,65.56,58.89,58.56,60.0,68.44,61.0,63.67,34.0,55.0,55.67,51.44,47.44,25.44,65.72,36.44,46.5,21.44,21.44,21.0,14.44,9.44,6.44,10.44,15.44
Massimo Colomba,1977-08-24,38,1.9,82.1,22.62,62.0,67.44,right,medium,medium,16.22,15.56,17.78,32.56,8.0,16.44,9.56,20.78,44.33,28.33,56.0,46.0,50.67,62.78,64.22,35.56,68.0,50.11,58.11,16.0,61.78,42.0,34.44,45.89,35.11,16.44,16.11,11.56,60.56,62.11,56.33,61.67,63.56
Massimo Donati,1981-03-26,35,1.88,78.93,22.34,71.21,72.48,right,low,high,60.31,49.55,70.79,72.24,43.24,65.28,58.76,61.79,75.03,70.59,59.14,57.45,44.66,70.21,58.66,73.17,75.24,69.97,71.69,74.62,75.28,72.66,57.83,71.0,65.83,64.21,70.9,72.55,14.55,8.14,17.07,9.1,7.24
Massimo Gobbi,1980-10-31,35,1.83,78.02,23.33,72.87,74.61,left,medium,high,77.09,46.78,66.91,72.78,57.96,65.7,57.52,32.91,70.74,72.43,69.57,70.78,65.17,69.17,67.35,74.09,67.26,72.43,71.17,69.43,74.26,73.7,61.52,62.26,60.74,70.3,75.22,74.57,10.04,10.7,28.43,11.78,13.57
Massimo Maccarone,1979-09-06,36,1.8,78.93,24.27,72.46,73.35,right,high,medium,60.49,76.16,63.41,68.76,72.22,70.54,73.46,67.27,52.73,73.49,75.95,72.97,65.38,70.78,69.46,75.16,59.14,57.05,61.89,71.62,55.59,33.35,75.43,65.68,71.62,26.05,30.16,28.86,11.41,15.35,13.92,10.49,9.65
Massimo Oddo,1976-06-14,39,1.83,76.2,22.78,75.8,81.7,right,medium,medium,85.2,57.0,69.2,78.5,61.0,74.0,72.3,74.9,79.2,77.9,72.8,73.0,66.0,76.3,70.4,77.5,66.4,69.0,72.7,64.5,71.4,73.6,73.6,71.2,77.9,70.2,79.1,75.0,9.4,13.5,52.4,16.5,17.7
Massimo Paci,1978-05-09,38,1.88,83.91,23.75,68.62,70.31,right,low,medium,55.31,29.69,66.31,60.46,34.0,29.38,16.0,52.31,55.0,46.62,53.92,61.54,48.15,61.85,57.85,56.54,71.69,58.62,80.31,48.15,74.15,65.77,29.46,47.69,45.69,72.31,72.46,68.23,08.08,11.38,16.85,15.46,16.38
Massimo Volta,1987-05-14,29,1.83,78.02,23.33,67.36,72.56,right,medium,medium,41.28,26.96,63.84,50.08,26.96,40.4,38.76,40.56,48.08,55.88,58.2,62.68,64.84,66.68,63.04,51.36,80.0,65.0,72.6,29.96,72.8,64.92,30.56,38.6,35.76,68.2,71.12,70.16,09.04,10.68,13.48,14.88,9.0
Massimo Zenildo Zappino,1981-06-12,34,1.88,83.01,23.5,62.57,62.57,right,medium,medium,23.14,21.14,21.14,27.14,23.29,22.14,24.0,25.29,31.14,24.43,49.0,49.0,42.0,61.57,30.0,43.57,68.0,20.0,64.0,23.14,36.14,26.14,23.14,26.57,33.86,23.29,23.0,23.14,60.57,68.57,54.57,64.57,59.71
Matan Ohayon,1986-02-25,30,1.8,72.12,22.18,61.6,62.4,right,medium,medium,43.4,23.0,61.0,51.6,26.0,37.0,23.0,27.0,47.0,48.0,66.0,67.2,64.0,61.2,67.4,60.0,66.0,65.0,64.0,29.0,64.4,62.2,24.0,56.0,34.0,62.4,63.0,62.4,12.0,6.0,14.0,11.0,6.0
Matar Coly,1984-11-10,31,1.88,79.83,22.6,62.33,64.33,left,medium,medium,45.33,60.67,56.0,54.33,58.0,60.33,49.0,45.33,42.33,61.33,73.67,73.67,62.0,58.33,64.0,66.33,64.0,62.0,68.33,59.33,57.33,41.67,51.0,50.0,47.67,32.33,37.33,35.0,6.0,14.0,30.33,11.0,15.0
Mate Bilic,1980-10-23,35,1.85,81.19,23.62,70.71,73.0,right,medium,high,58.0,71.5,74.71,54.29,68.86,65.07,60.0,68.79,49.29,68.5,61.57,66.43,61.64,66.64,69.57,78.21,74.57,63.29,74.86,66.5,70.43,55.36,74.64,64.0,71.14,34.36,36.43,25.0,8.5,15.0,27.29,15.0,16.29
Mate Jajalo,1988-05-25,28,1.83,78.02,23.33,70.24,75.1,right,medium,medium,62.24,55.71,63.48,73.05,56.81,71.29,63.33,70.43,71.76,75.57,60.95,66.14,69.95,71.19,68.9,71.14,69.33,72.05,70.52,66.19,69.86,68.29,66.38,71.29,70.57,54.14,59.24,54.14,8.0,13.33,11.0,7.9,12.43
Matej Izvolt,1986-06-05,29,1.78,72.12,22.81,59.0,60.33,right,medium,medium,68.0,42.44,47.78,61.0,44.11,57.11,70.11,35.0,54.44,53.33,60.11,62.0,63.67,50.44,76.0,57.78,63.0,62.22,55.67,39.33,53.0,47.11,62.11,52.67,47.0,42.56,46.44,48.56,11.0,15.0,7.0,10.0,9.0
Matej Vydra,1992-05-01,24,1.8,73.03,22.45,70.19,77.78,right,high,medium,59.53,72.94,60.53,63.08,65.44,67.44,59.53,55.47,53.86,69.69,80.69,81.08,73.67,71.33,66.56,70.39,75.08,66.44,57.92,65.67,52.33,30.5,73.64,56.92,72.75,19.69,27.14,33.31,9.36,11.08,12.81,12.97,14.86
Mateo Kovacic,1994-05-06,22,1.78,77.11,24.39,76.2,86.66,right,medium,medium,72.77,56.74,48.11,85.17,70.51,83.03,79.26,71.26,78.49,85.4,81.54,77.34,79.43,74.29,76.37,73.37,61.17,72.66,56.66,73.14,62.8,53.09,68.26,83.31,58.37,39.0,54.91,52.23,8.71,4.71,5.71,6.71,6.71
Mateo Pablo Musacchio,1990-08-26,25,1.83,74.84,22.38,73.65,82.54,right,medium,medium,45.88,36.96,75.0,68.54,25.54,38.5,50.5,37.81,63.62,61.5,62.77,66.5,67.77,73.5,65.42,45.77,78.31,70.08,72.35,32.73,73.35,75.77,49.08,63.69,48.27,74.12,74.08,80.31,5.38,12.92,17.38,8.88,13.73
Mateo Pavlovic,1990-06-09,25,1.96,89.81,23.48,66.92,72.17,right,medium,medium,37.0,29.0,73.33,58.5,32.0,48.33,29.0,31.0,41.0,57.42,40.0,41.0,32.0,63.0,33.5,49.0,81.0,61.5,88.67,32.0,77.17,60.33,30.5,33.0,42.0,61.67,67.33,63.58,8.0,9.0,12.0,15.0,10.0
Mateus,1984-06-19,31,1.75,74.84,24.37,70.45,73.5,right,medium,medium,60.9,68.55,55.45,63.0,72.15,72.05,61.0,51.5,58.9,70.6,86.5,84.15,77.9,73.45,75.0,69.25,71.9,76.8,65.5,63.15,62.05,49.35,70.95,59.8,60.1,35.35,31.0,33.0,8.5,10.25,17.55,13.25,17.0
Mateusz Abramowicz,1992-11-08,23,1.85,79.83,23.22,50.25,58.25,right,medium,medium,22.5,22.0,20.5,24.5,19.5,19.0,20.5,19.0,26.5,21.5,43.0,42.0,30.0,52.0,48.0,22.5,50.25,29.0,50.0,21.5,25.5,21.0,21.0,23.0,21.5,21.5,22.5,18.5,49.75,51.0,49.25,49.0,49.5
Mateusz Bak,1983-02-24,33,1.85,84.82,24.67,59.86,61.0,right,medium,medium,21.29,22.14,24.71,21.86,21.86,21.29,21.86,21.29,24.71,26.36,44.0,41.0,45.0,53.14,40.0,21.0,57.0,34.0,51.0,23.0,27.29,21.86,22.43,26.71,26.43,21.0,21.29,21.57,63.86,56.86,51.0,61.43,62.57
Mateusz Cetnarski,1988-07-06,27,1.75,71.21,23.18,63.5,68.5,right,medium,medium,69.09,54.45,45.5,70.73,56.68,58.91,64.73,61.05,67.32,71.45,77.05,68.86,75.91,62.82,69.59,64.86,71.64,64.73,54.82,48.05,51.41,57.23,59.18,61.86,59.32,35.77,24.05,35.32,9.32,12.32,12.32,7.32,13.32
Mateusz Cichocki,1992-01-31,24,1.88,78.93,22.34,60.75,64.75,right,medium,medium,24.0,24.0,59.25,45.5,26.0,34.0,31.0,24.0,45.0,49.0,63.0,61.0,49.0,47.5,53.0,34.75,71.0,56.0,70.0,18.0,48.5,63.5,27.0,30.0,35.0,60.0,66.0,66.0,14.0,11.0,11.0,7.0,11.0
Mateusz Klich,1990-06-13,25,1.83,74.84,22.38,66.7,74.17,right,medium,medium,63.03,57.1,44.43,72.33,52.83,68.37,65.27,65.23,65.57,71.93,67.43,64.07,66.9,65.1,64.67,60.8,62.23,65.97,53.67,60.77,49.3,49.47,62.57,71.53,44.4,34.13,45.97,31.2,9.67,15.73,12.8,11.0,13.67
Mateusz Kupczak,1992-02-20,24,1.75,76.2,24.81,58.45,65.73,right,low,high,39.0,49.0,53.0,67.36,36.0,53.0,29.0,30.0,66.55,63.18,65.0,68.0,75.0,60.0,65.0,57.0,69.0,62.0,63.0,53.0,49.91,51.0,33.0,48.0,51.0,54.0,55.36,52.0,14.0,10.0,13.0,14.0,15.0
Mateusz Kwiatkowski,1992-11-23,23,1.68,59.87,21.31,55.0,65.5,right,high,medium,38.0,54.0,46.0,49.0,48.0,50.0,43.0,42.0,48.0,51.0,82.0,84.0,90.0,67.0,92.0,52.0,71.0,51.0,33.6,51.0,46.0,29.0,54.0,34.0,42.0,20.0,25.0,25.0,5.0,10.0,9.0,13.0,9.0
Mateusz Lewandowski,1993-03-18,23,1.83,72.12,21.56,59.95,65.95,left,high,medium,57.05,48.62,52.38,60.71,48.14,61.95,53.14,40.29,51.52,56.43,69.43,82.0,62.86,54.1,70.1,57.57,48.57,67.29,60.29,46.57,59.48,51.33,47.19,51.95,57.14,52.57,54.67,54.52,11.14,12.14,13.14,14.14,13.14
Mateusz Machaj,1989-06-28,26,1.75,67.13,21.86,63.32,68.45,right,medium,low,63.95,46.18,36.14,60.5,56.14,56.68,59.14,65.32,52.5,67.32,69.82,74.91,75.91,66.14,77.73,72.36,56.05,80.23,52.86,64.77,62.23,59.77,60.5,64.95,61.14,29.14,23.14,21.14,9.14,13.14,8.14,9.14,9.14
Mateusz Mak,1991-11-14,24,1.75,63.96,20.82,63.87,70.53,right,medium,medium,61.2,60.93,52.27,61.87,54.8,63.6,53.73,54.73,62.27,63.73,76.4,79.93,86.8,64.73,82.13,58.2,65.33,56.67,40.2,60.0,40.93,40.27,55.87,65.47,50.27,42.6,45.27,44.93,6.27,14.27,9.27,11.27,12.27
Mateusz Matras,1991-01-23,25,1.93,87.09,23.37,63.39,67.96,right,medium,medium,60.78,33.61,60.52,53.78,31.22,61.57,39.17,31.22,52.65,58.65,61.13,50.35,39.22,59.87,49.74,37.13,67.7,74.26,84.0,34.74,67.35,66.57,44.74,47.04,40.22,65.61,67.17,60.0,7.22,5.22,13.22,12.22,10.22
Mateusz Mozdzen,1991-03-14,25,1.8,76.2,23.43,63.88,69.94,right,high,medium,62.03,58.33,40.94,62.09,65.3,65.03,61.52,59.09,59.82,62.94,74.06,76.76,74.36,67.91,65.36,67.79,67.67,78.82,60.94,66.48,72.79,42.85,59.42,63.91,50.52,53.97,58.12,56.79,12.97,15.76,13.09,15.76,9.18
Mateusz Piatkowski,1984-11-22,31,1.85,74.84,21.77,58.71,58.71,right,medium,medium,34.86,65.57,63.14,47.43,49.57,61.86,40.14,32.0,33.29,55.0,67.57,69.86,57.71,54.29,61.57,56.29,60.0,62.43,78.0,55.29,29.0,25.0,44.0,49.0,65.0,25.0,25.0,25.0,12.0,9.0,13.0,8.0,9.0
Mateusz Prus,1990-03-09,26,1.88,79.83,22.6,63.33,69.33,right,medium,medium,17.75,15.0,14.33,35.0,14.5,15.92,17.75,17.75,34.0,21.17,51.33,52.75,51.0,54.58,46.42,14.33,53.0,45.33,56.33,14.42,28.67,15.25,14.5,27.92,23.5,15.25,16.75,15.25,63.92,63.42,64.42,62.25,65.17
Mateusz Slodowy,1991-08-08,24,1.83,76.2,22.78,50.8,52.8,right,medium,medium,58.2,44.2,41.2,44.2,43.2,39.2,22.2,38.2,41.2,42.2,54.3,57.8,56.0,33.2,56.0,32.2,54.0,63.6,71.0,34.2,48.2,54.2,39.2,38.2,46.2,48.8,56.0,54.2,6.2,10.2,9.2,15.2,8.2
Mateusz Staporski,1988-01-28,28,1.83,74.84,22.38,58.78,65.78,right,medium,medium,47.22,62.0,57.33,60.22,40.44,63.44,35.89,31.78,55.67,54.0,61.67,68.44,59.0,62.0,59.0,53.56,50.0,56.0,57.0,55.67,65.33,39.0,56.78,28.0,47.0,44.0,55.89,52.89,11.0,15.0,14.0,6.0,8.0
Mateusz Szczepaniak,1991-01-23,25,1.83,73.03,21.84,62.0,67.33,right,medium,medium,51.0,64.0,63.0,58.89,53.0,57.44,61.44,44.0,53.0,64.44,61.0,65.0,69.89,63.0,61.44,63.89,68.11,60.0,61.0,60.44,55.0,33.0,59.44,52.11,64.0,18.0,21.0,19.0,12.0,13.0,9.0,11.0,16.0
