country_name,league_name,season,stage,date,home_team_long_name,home_short_long_name,away_team_long_name,away_short_long_name,home_team_goal,away_team_goal,total_goal,B365H,B365D,B365A
Poland,Poland Ekstraklasa,2008/2009,23,2009-04-11,Legia Warszawa,LEG,Cracovia,CKR,4,0,4,,,
Poland,Poland Ekstraklasa,2008/2009,23,2009-04-09,Widzew Łódź,LOD,Arka Gdynia,ARK,3,0,3,,,
Poland,Poland Ekstraklasa,2008/2009,23,2009-04-11,Lechia Gdańsk,LGD,GKS Bełchatów,BEL,1,2,3,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-18,Polonia Bytom,GOR,Polonia Bytom,POB,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-19,Jagiellonia Białystok,BIA,Ruch Chorzów,CHO,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-18,GKS Bełchatów,BEL,Odra Wodzisław,ODR,3,0,3,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-18,Lech Poznań,POZ,Widzew Łódź,LOD,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-17,Piast Gliwice,PIG,Legia Warszawa,LEG,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-19,Arka Gdynia,ARK,Wisła Kraków,WIS,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-18,P. Warszawa,PWA,Lechia Gdańsk,LGD,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,24,2009-04-17,Cracovia,CKR,Śląsk Wrocław,SLA,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-25,Ruch Chorzów,CHO,GKS Bełchatów,BEL,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-25,Odra Wodzisław,ODR,P. Warszawa,PWA,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-25,Lechia Gdańsk,LGD,Arka Gdynia,ARK,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-24,Polonia Bytom,POB,Cracovia,CKR,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-26,Legia Warszawa,LEG,Lech Poznań,POZ,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-26,Widzew Łódź,LOD,Piast Gliwice,PIG,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-25,Śląsk Wrocław,SLA,Jagiellonia Białystok,BIA,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,25,2009-04-24,Wisła Kraków,WIS,Polonia Bytom,GOR,3,1,4,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-01,GKS Bełchatów,BEL,Polonia Bytom,POB,3,1,4,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-02,Arka Gdynia,ARK,Śląsk Wrocław,SLA,3,3,6,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-02,Polonia Bytom,GOR,Lechia Gdańsk,LGD,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-02,Jagiellonia Białystok,BIA,Odra Wodzisław,ODR,1,2,3,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-03,Lech Poznań,POZ,Ruch Chorzów,CHO,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-02,Legia Warszawa,LEG,Widzew Łódź,LOD,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-03,Cracovia,CKR,P. Warszawa,PWA,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,26,2009-05-01,Piast Gliwice,PIG,Wisła Kraków,WIS,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-08,Polonia Bytom,POB,Arka Gdynia,ARK,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-09,Śląsk Wrocław,SLA,Lech Poznań,POZ,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-08,Lechia Gdańsk,LGD,Jagiellonia Białystok,BIA,3,1,4,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-10,Ruch Chorzów,CHO,Piast Gliwice,PIG,0,0,0,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-10,Wisła Kraków,WIS,Legia Warszawa,LEG,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-09,P. Warszawa,PWA,GKS Bełchatów,BEL,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-09,Widzew Łódź,LOD,Polonia Bytom,GOR,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,27,2009-05-09,Odra Wodzisław,ODR,Cracovia,CKR,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-15,Arka Gdynia,ARK,Ruch Chorzów,CHO,1,2,3,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-17,Piast Gliwice,PIG,Śląsk Wrocław,SLA,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-17,Widzew Łódź,LOD,Wisła Kraków,WIS,0,4,4,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-16,Legia Warszawa,LEG,Polonia Bytom,POB,3,1,4,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-15,Lech Poznań,POZ,Lechia Gdańsk,LGD,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-16,Jagiellonia Białystok,BIA,P. Warszawa,PWA,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-16,Polonia Bytom,GOR,Odra Wodzisław,ODR,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,28,2009-05-16,Cracovia,CKR,GKS Bełchatów,BEL,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,Polonia Bytom,POB,Jagiellonia Białystok,BIA,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,Śląsk Wrocław,SLA,Legia Warszawa,LEG,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,Lechia Gdańsk,LGD,Wisła Kraków,WIS,2,4,6,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,Ruch Chorzów,CHO,Widzew Łódź,LOD,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,Odra Wodzisław,ODR,Piast Gliwice,PIG,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,GKS Bełchatów,BEL,Arka Gdynia,ARK,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,P. Warszawa,PWA,Lech Poznań,POZ,3,3,6,,,
Poland,Poland Ekstraklasa,2008/2009,29,2009-05-23,Cracovia,CKR,Polonia Bytom,GOR,0,0,0,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-22,Ruch Chorzów,CHO,Polonia Bytom,POB,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-22,Wisła Kraków,WIS,GKS Bełchatów,BEL,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-24,Legia Warszawa,LEG,Jagiellonia Białystok,BIA,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23,Śląsk Wrocław,SLA,Odra Wodzisław,ODR,4,0,4,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23,Widzew Łódź,LOD,P. Warszawa,PWA,1,2,3,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23,Lech Poznań,POZ,Polonia Bytom,GOR,3,0,3,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23,Piast Gliwice,PIG,Arka Gdynia,ARK,1,2,3,,,
Poland,Poland Ekstraklasa,2008/2009,3,2008-08-24,Lechia Gdańsk,LGD,Cracovia,CKR,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Piast Gliwice,PIG,Lechia Gdańsk,LGD,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Wisła Kraków,WIS,Śląsk Wrocław,SLA,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Widzew Łódź,LOD,Polonia Bytom,POB,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Legia Warszawa,LEG,Ruch Chorzów,CHO,4,1,5,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Lech Poznań,POZ,Cracovia,CKR,2,2,4,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Jagiellonia Białystok,BIA,GKS Bełchatów,BEL,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Polonia Bytom,GOR,P. Warszawa,PWA,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,30,2009-05-30,Arka Gdynia,ARK,Odra Wodzisław,ODR,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-31,Polonia Bytom,GOR,Legia Warszawa,LEG,0,3,3,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-29,P. Warszawa,PWA,Śląsk Wrocław,SLA,3,0,3,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-30,Odra Wodzisław,ODR,Ruch Chorzów,CHO,3,0,3,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-29,GKS Bełchatów,BEL,Widzew Łódź,LOD,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-30,Jagiellonia Białystok,BIA,Piast Gliwice,PIG,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-31,Cracovia,CKR,Wisła Kraków,WIS,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-31,Arka Gdynia,ARK,Lech Poznań,POZ,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,4,2008-08-30,Polonia Bytom,POB,Lechia Gdańsk,LGD,4,1,5,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-12,Ruch Chorzów,CHO,Cracovia,CKR,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-14,Wisła Kraków,WIS,Lech Poznań,POZ,1,4,5,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-13,Legia Warszawa,LEG,Arka Gdynia,ARK,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-13,Śląsk Wrocław,SLA,GKS Bełchatów,BEL,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-12,Widzew Łódź,LOD,Jagiellonia Białystok,BIA,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-13,Lechia Gdańsk,LGD,Odra Wodzisław,ODR,3,1,4,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-13,Polonia Bytom,POB,P. Warszawa,PWA,0,4,4,,,
Poland,Poland Ekstraklasa,2008/2009,5,2008-09-14,Polonia Bytom,GOR,Piast Gliwice,PIG,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-19,Polonia Bytom,GOR,Śląsk Wrocław,SLA,1,2,3,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-20,P. Warszawa,PWA,Ruch Chorzów,CHO,3,0,3,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-20,Odra Wodzisław,ODR,Polonia Bytom,POB,4,1,5,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-21,Lech Poznań,POZ,Piast Gliwice,PIG,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-20,GKS Bełchatów,BEL,Lechia Gdańsk,LGD,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-21,Jagiellonia Białystok,BIA,Wisła Kraków,WIS,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-19,Cracovia,CKR,Legia Warszawa,LEG,0,3,3,,,
Poland,Poland Ekstraklasa,2008/2009,6,2008-09-21,Arka Gdynia,ARK,Widzew Łódź,LOD,4,0,4,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-27,Ruch Chorzów,CHO,Jagiellonia Białystok,BIA,0,0,0,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-27,Wisła Kraków,WIS,Arka Gdynia,ARK,4,0,4,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-27,Legia Warszawa,LEG,Piast Gliwice,PIG,3,1,4,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-28,Śląsk Wrocław,SLA,Cracovia,CKR,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-27,Odra Wodzisław,ODR,GKS Bełchatów,BEL,0,2,2,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-28,Widzew Łódź,LOD,Lech Poznań,POZ,0,3,3,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-26,Lechia Gdańsk,LGD,P. Warszawa,PWA,0,0,0,,,
Poland,Poland Ekstraklasa,2008/2009,7,2008-09-26,Polonia Bytom,POB,Polonia Bytom,GOR,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-05,Polonia Bytom,GOR,Wisła Kraków,WIS,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-04,P. Warszawa,PWA,Odra Wodzisław,ODR,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-05,Lech Poznań,POZ,Legia Warszawa,LEG,0,0,0,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-04,GKS Bełchatów,BEL,Ruch Chorzów,CHO,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-03,Jagiellonia Białystok,BIA,Śląsk Wrocław,SLA,2,2,4,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-03,Cracovia,CKR,Polonia Bytom,POB,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-03,Arka Gdynia,ARK,Lechia Gdańsk,LGD,0,1,1,,,
Poland,Poland Ekstraklasa,2008/2009,8,2008-10-04,Piast Gliwice,PIG,Widzew Łódź,LOD,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-19,Ruch Chorzów,CHO,Lech Poznań,POZ,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-18,Wisła Kraków,WIS,Piast Gliwice,PIG,2,0,2,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-17,P. Warszawa,PWA,Cracovia,CKR,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-18,Śląsk Wrocław,SLA,Arka Gdynia,ARK,2,1,3,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-17,Odra Wodzisław,ODR,Jagiellonia Białystok,BIA,1,1,2,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-18,Widzew Łódź,LOD,Legia Warszawa,LEG,0,0,0,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-19,Lechia Gdańsk,LGD,Polonia Bytom,GOR,1,0,1,,,
Poland,Poland Ekstraklasa,2008/2009,9,2008-10-18,Polonia Bytom,POB,GKS Bełchatów,BEL,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-08-01,Wisła Kraków,WIS,Ruch Chorzów,CHO,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-08-02,Korona Kielce,KKI,P. Warszawa,PWA,4,0,4,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-08-02,Legia Warszawa,LEG,Zagłębie Lubin,ZAG,4,0,4,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-08-02,Piast Gliwice,PIG,Lech Poznań,POZ,1,3,4,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-07-31,Lechia Gdańsk,LGD,Arka Gdynia,ARK,2,1,3,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-08-01,Jagiellonia Białystok,BIA,Odra Wodzisław,ODR,2,1,3,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-07-31,Polonia Bytom,POB,GKS Bełchatów,BEL,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,1,2009-08-01,Śląsk Wrocław,SLA,Cracovia,CKR,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-16,Ruch Chorzów,CHO,Lechia Gdańsk,LGD,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-18,Lech Poznań,POZ,Wisła Kraków,WIS,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-17,Piast Gliwice,PIG,Legia Warszawa,LEG,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-17,Korona Kielce,KKI,Arka Gdynia,ARK,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-17,P. Warszawa,PWA,Odra Wodzisław,ODR,2,1,3,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-18,Zagłębie Lubin,ZAG,Jagiellonia Białystok,BIA,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-17,Cracovia,CKR,Polonia Bytom,POB,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,10,2009-10-16,GKS Bełchatów,BEL,Śląsk Wrocław,SLA,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-23,Arka Gdynia,ARK,Jagiellonia Białystok,BIA,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-25,Odra Wodzisław,ODR,Cracovia,CKR,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-23,Polonia Bytom,POB,Ruch Chorzów,CHO,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-24,Legia Warszawa,LEG,Korona Kielce,KKI,5,2,7,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-24,Wisła Kraków,WIS,Piast Gliwice,PIG,2,1,3,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-24,Śląsk Wrocław,SLA,Zagłębie Lubin,ZAG,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-25,Lechia Gdańsk,LGD,Lech Poznań,POZ,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,11,2009-10-24,GKS Bełchatów,BEL,P. Warszawa,PWA,3,0,3,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-31,Legia Warszawa,LEG,Ruch Chorzów,CHO,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-29,Zagłębie Lubin,ZAG,Polonia Bytom,POB,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-30,Cracovia,CKR,GKS Bełchatów,BEL,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-31,Arka Gdynia,ARK,Odra Wodzisław,ODR,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-31,Jagiellonia Białystok,BIA,P. Warszawa,PWA,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-31,Lech Poznań,POZ,Śląsk Wrocław,SLA,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-30,Korona Kielce,KKI,Wisła Kraków,WIS,2,3,5,,,
Poland,Poland Ekstraklasa,2009/2010,12,2009-10-30,Piast Gliwice,PIG,Lechia Gdańsk,LGD,0,2,2,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-07,GKS Bełchatów,BEL,Arka Gdynia,ARK,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-06,Lechia Gdańsk,LGD,Korona Kielce,KKI,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-07,Śląsk Wrocław,SLA,Piast Gliwice,PIG,2,1,3,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-06,Odra Wodzisław,ODR,Zagłębie Lubin,ZAG,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-08,Ruch Chorzów,CHO,Jagiellonia Białystok,BIA,5,2,7,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-06,Wisła Kraków,WIS,Legia Warszawa,LEG,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-07,P. Warszawa,PWA,Cracovia,CKR,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,13,2009-11-07,Polonia Bytom,POB,Lech Poznań,POZ,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-21,Lech Poznań,POZ,Ruch Chorzów,CHO,3,1,4,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-21,Piast Gliwice,PIG,Arka Gdynia,ARK,2,2,4,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-20,Polonia Bytom,POB,Jagiellonia Białystok,BIA,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-22,Wisła Kraków,WIS,Cracovia,CKR,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-20,Legia Warszawa,LEG,P. Warszawa,PWA,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-21,Śląsk Wrocław,SLA,Odra Wodzisław,ODR,4,0,4,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-21,Lechia Gdańsk,LGD,GKS Bełchatów,BEL,0,2,2,,,
Poland,Poland Ekstraklasa,2009/2010,14,2009-11-20,Korona Kielce,KKI,Zagłębie Lubin,ZAG,3,3,6,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-28,Cracovia,CKR,Piast Gliwice,PIG,3,2,5,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-28,Ruch Chorzów,CHO,Korona Kielce,KKI,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-27,P. Warszawa,PWA,Polonia Bytom,POB,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-29,Odra Wodzisław,ODR,Wisła Kraków,WIS,1,3,4,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-27,Zagłębie Lubin,ZAG,Lech Poznań,POZ,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-28,Jagiellonia Białystok,BIA,Lechia Gdańsk,LGD,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-28,GKS Bełchatów,BEL,Legia Warszawa,LEG,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,15,2009-11-29,Arka Gdynia,ARK,Śląsk Wrocław,SLA,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-11-25,Arka Gdynia,ARK,Lechia Gdańsk,LGD,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-05,Odra Wodzisław,ODR,Jagiellonia Białystok,BIA,2,2,4,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-05,GKS Bełchatów,BEL,Polonia Bytom,POB,2,2,4,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-05,Cracovia,CKR,Śląsk Wrocław,SLA,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-06,Ruch Chorzów,CHO,Wisła Kraków,WIS,1,3,4,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-06,P. Warszawa,PWA,Korona Kielce,KKI,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-04,Zagłębie Lubin,ZAG,Legia Warszawa,LEG,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,16,2009-12-05,Lech Poznań,POZ,Piast Gliwice,PIG,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-12,Polonia Bytom,POB,Odra Wodzisław,ODR,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-11,Piast Gliwice,PIG,Ruch Chorzów,CHO,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-12,Lechia Gdańsk,LGD,Cracovia,CKR,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-13,Legia Warszawa,LEG,Arka Gdynia,ARK,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-12,Śląsk Wrocław,SLA,P. Warszawa,PWA,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-12,Lech Poznań,POZ,Korona Kielce,KKI,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-13,Jagiellonia Białystok,BIA,GKS Bełchatów,BEL,2,1,3,,,
Poland,Poland Ekstraklasa,2009/2010,17,2009-12-11,Wisła Kraków,WIS,Zagłębie Lubin,ZAG,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-27,GKS Bełchatów,BEL,Wisła Kraków,WIS,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-28,Zagłębie Lubin,ZAG,Piast Gliwice,PIG,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-27,Polonia Bytom,POB,Śląsk Wrocław,SLA,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-26,Cracovia,CKR,Legia Warszawa,LEG,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-27,Arka Gdynia,ARK,Ruch Chorzów,CHO,0,3,3,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-26,Odra Wodzisław,ODR,Lechia Gdańsk,LGD,0,0,0,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-28,P. Warszawa,PWA,Lech Poznań,POZ,0,3,3,,,
Poland,Poland Ekstraklasa,2009/2010,18,2010-02-27,Korona Kielce,KKI,Jagiellonia Białystok,BIA,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-06,Lechia Gdańsk,LGD,P. Warszawa,PWA,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-07,Piast Gliwice,PIG,GKS Bełchatów,BEL,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-07,Legia Warszawa,LEG,Odra Wodzisław,ODR,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-06,Śląsk Wrocław,SLA,Jagiellonia Białystok,BIA,1,2,3,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-06,Lech Poznań,POZ,Cracovia,CKR,3,1,4,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-06,Ruch Chorzów,CHO,Zagłębie Lubin,ZAG,0,2,2,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-05,Korona Kielce,KKI,Polonia Bytom,POB,1,0,1,,,
Poland,Poland Ekstraklasa,2009/2010,19,2010-03-05,Wisła Kraków,WIS,Arka Gdynia,ARK,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,2,2009-08-09,Korona Kielce,KKI,Lech Poznań,POZ,0,5,5,,,
Poland,Poland Ekstraklasa,2009/2010,2,2009-08-08,GKS Bełchatów,BEL,Jagiellonia Białystok,BIA,1,1,2,,,
Poland,Poland Ekstraklasa,2009/2010,2,2009-08-07,Zagłębie Lubin,ZAG,Wisła Kraków,WIS,1,4,5,,,
Poland,Poland Ekstraklasa,2009/2010,2,2009-08-08,Odra Wodzisław,ODR,Polonia Bytom,POB,0,1,1,,,
Poland,Poland Ekstraklasa,2009/2010,2,2009-08-08,Ruch Chorzów,CHO,Piast Gliwice,PIG,2,0,2,,,
Poland,Poland Ekstraklasa,2009/2010,2,2009-08-07,Cracovia,CKR,Lechia Gdańsk,LGD,2,6,8,,,
